client_id,client_name,region,contract_type,consumption_kwh,billing_date,co2_emissions,cost_per_kwh,total_cost,renewable_energy_percentage
9080,Anderson and Sons,Este,Residencial,7799,2024-05-25,1245.43,0.22,1715.78,81
9081,"Smith, Waters and Jenkins",Sur,Comercial,2494,2024-08-13,149.83,0.22,548.68,36
9082,"Hartman, Taylor and Butler",Sur,Residencial,6287,2024-06-11,536.01,0.12,754.4399999999999,63
9083,Davidson Inc,Oeste,Comercial,1203,2024-05-12,911.47,0.21,252.63,99
9084,Hernandez LLC,Centro,Residencial,1656,2024-01-27,1649.75,0.18,298.08,79
9085,Gomez Ltd,Este,Residencial,7420,2024-02-24,572.78,0.11,816.2,44
9086,"Holder, Gonzalez and Perry",Oeste,Residencial,5069,2024-03-03,250.83,0.24,1216.56,30
9087,Hopkins Inc,Centro,Residencial,5113,2024-01-11,1568.74,0.25,1278.25,62
9088,Smith and Sons,Oeste,Residencial,1387,2024-10-20,1252.05,0.11,152.57,0
9089,Nunez Group,Sur,Residencial,5590,2024-06-20,316.53,0.17,950.3000000000001,10
9090,"Richardson, Rodriguez and Patterson",Centro,Residencial,3728,2024-11-03,540.17,0.18,671.04,65
9091,Miller-Mcintyre,Sur,Comercial,9675,2024-09-18,1567.91,0.24,2322.0,51
9092,"Gallegos, Day and Jones",Oeste,Comercial,867,2024-08-15,1980.89,0.22,190.74,38
9093,Scott-Holden,Este,Residencial,2559,2024-09-29,1786.85,0.11,281.49,48
9094,"Nelson, Nicholson and Soto",Norte,Residencial,4828,2024-06-20,1109.11,0.2,965.6,35
9095,Jordan Inc,Oeste,Residencial,6277,2024-07-08,1790.4,0.18,1129.86,36
9096,Smith and Sons,Este,Comercial,7875,2024-05-03,1242.37,0.21,1653.75,4
9097,Nelson-Chapman,Centro,Residencial,1491,2024-03-12,1433.82,0.15,223.65,81
9098,Kelly-Doyle,Norte,Residencial,5076,2024-04-06,1819.9,0.21,1065.96,90
9099,Walker and Sons,Este,Residencial,7383,2024-06-29,1458.47,0.2,1476.6000000000001,33
9100,"Collins, Wells and Roberts",Oeste,Residencial,5794,2024-04-22,1191.8,0.11,637.34,74
9101,Everett-Allen,Este,Residencial,2151,2024-03-30,152.93,0.21,451.71,68
9102,Garza-Graham,Norte,Comercial,4194,2024-06-07,1389.3,0.13,545.22,53
9103,"Rogers, Adams and Gregory",Este,Comercial,7118,2024-02-23,425.85,0.23,1637.14,92
9104,Brown PLC,Este,Comercial,2871,2024-10-07,1739.88,0.22,631.62,51
9105,Munoz-Rose,Oeste,Residencial,6413,2024-10-28,1004.7,0.11,705.43,49
9106,Mendez-Taylor,Norte,Residencial,3665,2024-11-04,1839.03,0.15,549.75,56
9107,Nelson-Hutchinson,Este,Residencial,8699,2024-02-13,1303.97,0.21,1826.79,3
9108,Doyle and Sons,Sur,Residencial,2841,2024-03-20,1176.7,0.25,710.25,9
9109,"Bird, Mcdonald and Robinson",Oeste,Comercial,1621,2024-05-25,985.33,0.21,340.40999999999997,25
9110,Thompson PLC,Centro,Residencial,7821,2024-08-11,834.04,0.2,1564.2,45
9111,Dalton-Clarke,Oeste,Residencial,3449,2024-08-14,1633.9,0.13,448.37,91
9112,West-Johnson,Este,Residencial,5635,2024-04-18,1546.36,0.18,1014.3,24
9113,Williams PLC,Este,Residencial,4847,2024-06-08,1915.27,0.15,727.05,84
9114,Thomas LLC,Norte,Residencial,7226,2024-05-02,1005.72,0.21,1517.46,94
9115,Nichols-Lee,Oeste,Comercial,5902,2024-05-21,1015.68,0.12,708.24,31
9116,Morrison-Bell,Norte,Residencial,4638,2024-07-31,1098.83,0.14,649.32,25
9117,"Horn, Bernard and Hopkins",Oeste,Comercial,9613,2024-05-08,1325.28,0.14,1345.8200000000002,87
9118,"Sims, Ramos and Perez",Norte,Comercial,5964,2024-05-25,1451.3,0.19,1133.16,80
9119,"Farrell, Cobb and Gregory",Sur,Residencial,1857,2024-03-20,1421.44,0.24,445.68,83
9120,"Harvey, Cantu and Cross",Centro,Comercial,8167,2024-02-25,1840.17,0.14,1143.38,64
9121,Taylor-Aguilar,Centro,Comercial,893,2024-05-05,1641.54,0.18,160.73999999999998,96
9122,Cross-Byrd,Este,Residencial,187,2024-09-15,1985.12,0.22,41.14,37
9123,"Moses, Morales and Washington",Oeste,Comercial,5516,2024-07-06,1943.44,0.2,1103.2,73
9124,Vega PLC,Sur,Residencial,9789,2024-05-21,508.41,0.1,978.9000000000001,59
9125,Martin and Sons,Norte,Residencial,9874,2024-03-21,1778.15,0.23,2271.02,89
9126,"Archer, Owens and Garcia",Este,Residencial,9339,2024-06-28,1697.66,0.11,1027.29,31
9127,Ellis PLC,Sur,Residencial,5032,2024-08-28,1038.92,0.16,805.12,21
9128,Davenport Inc,Centro,Residencial,6817,2024-05-12,1093.05,0.17,1158.89,45
9129,"Green, Thompson and Cox",Oeste,Residencial,9153,2024-02-16,1669.74,0.22,2013.66,66
9130,Marsh-Yates,Sur,Residencial,952,2024-10-30,1823.71,0.11,104.72,8
9131,Nguyen-Santiago,Norte,Comercial,324,2024-04-17,947.84,0.13,42.120000000000005,18
9132,"Pitts, Myers and Anderson",Este,Residencial,8542,2024-07-11,1842.13,0.2,1708.4,70
9133,"Salazar, Matthews and Allen",Centro,Residencial,2146,2024-09-28,1111.8,0.15,321.9,56
9134,Perkins-Thomas,Este,Comercial,2343,2024-09-05,361.71,0.23,538.89,84
9135,Taylor LLC,Centro,Comercial,9574,2024-07-14,1095.62,0.12,1148.8799999999999,78
9136,Smith Group,Oeste,Residencial,2968,2024-05-02,208.88,0.25,742.0,23
9137,Stephens-Gross,Sur,Comercial,5364,2024-10-26,965.63,0.16,858.24,85
9138,"Ross, Chang and Gonzalez",Este,Comercial,3014,2024-04-13,1097.53,0.14,421.96000000000004,20
9139,Johnson-Beltran,Este,Comercial,7933,2024-08-31,1490.06,0.16,1269.28,29
9140,Weiss-Taylor,Centro,Comercial,4575,2024-06-23,417.02,0.25,1143.75,90
9141,Porter-Barnes,Sur,Comercial,2684,2024-07-21,1962.85,0.24,644.16,27
9142,"Rice, Mckinney and Lopez",Sur,Comercial,822,2024-05-22,1157.22,0.15,123.3,35
9143,Larsen Group,Norte,Residencial,3525,2024-07-06,1282.55,0.22,775.5,81
9144,Graham-Byrd,Sur,Residencial,9825,2024-05-06,1271.82,0.13,1277.25,27
9145,Barnes-Collins,Centro,Residencial,6126,2024-05-05,802.16,0.24,1470.24,9
9146,"Weaver, Schroeder and Shepherd",Este,Comercial,7020,2024-09-17,1369.17,0.17,1193.4,33
9147,Ortiz-Spence,Centro,Residencial,3593,2024-01-06,917.89,0.21,754.53,33
9148,"Pace, Perry and Vazquez",Norte,Residencial,2139,2024-09-27,1964.75,0.22,470.58,53
9149,Payne Ltd,Centro,Comercial,7688,2024-10-07,1356.66,0.21,1614.48,84
9150,"Dorsey, Campos and Evans",Oeste,Comercial,9275,2024-03-23,777.24,0.23,2133.25,64
9151,Harris-Weiss,Centro,Comercial,7038,2024-08-19,1628.02,0.19,1337.22,65
9152,Lopez LLC,Este,Comercial,1077,2024-09-13,694.17,0.21,226.17,48
9153,Villegas Ltd,Norte,Comercial,7291,2024-11-08,490.0,0.1,729.1,39
9154,"Warren, Flowers and Hansen",Centro,Comercial,4825,2024-03-22,1435.34,0.16,772.0,96
9155,"Anderson, Jones and Lin",Centro,Comercial,9123,2024-07-16,1435.05,0.16,1459.68,95
9156,"Davis, Oliver and Austin",Sur,Comercial,4669,2024-05-29,1988.3,0.19,887.11,62
9157,Paul PLC,Este,Comercial,1970,2024-02-15,844.2,0.18,354.59999999999997,36
9158,Robinson Ltd,Oeste,Residencial,2541,2024-09-07,1730.71,0.13,330.33,74
9159,Moore-Wright,Norte,Comercial,7215,2024-01-25,596.31,0.22,1587.3,53
9160,James Group,Norte,Comercial,1356,2024-04-29,1900.79,0.15,203.4,38
9161,Simmons Inc,Norte,Comercial,6031,2024-01-26,1450.12,0.12,723.72,61
9162,Trevino-Hernandez,Este,Comercial,4722,2024-05-19,203.32,0.23,1086.06,54
9163,Wallace Group,Oeste,Comercial,3443,2024-06-23,1850.24,0.1,344.3,77
9164,"Berg, Guerrero and Wright",Oeste,Comercial,6614,2024-01-29,1688.87,0.15,992.0999999999999,92
9165,Martin LLC,Norte,Comercial,2618,2024-06-14,1270.48,0.2,523.6,52
9166,"Collins, Allison and Clayton",Este,Residencial,1298,2024-10-10,919.89,0.23,298.54,12
9167,Jones-Heath,Sur,Comercial,7180,2024-08-15,65.31,0.19,1364.2,33
9168,Chan-Sanchez,Centro,Comercial,8521,2024-02-27,430.42,0.1,852.1,13
9169,"Griffin, Fields and Velazquez",Oeste,Residencial,6992,2024-08-04,1217.45,0.2,1398.4,18
9170,"Ferguson, Edwards and James",Sur,Comercial,5593,2024-02-18,1804.24,0.12,671.16,79
9171,Barrett Group,Centro,Residencial,2748,2024-06-27,1303.52,0.12,329.76,33
9172,Ingram Inc,Oeste,Comercial,4252,2024-03-22,1797.67,0.12,510.24,67
9173,Weiss-Henderson,Este,Comercial,8785,2024-09-27,1621.25,0.23,2020.5500000000002,63
9174,Davis PLC,Sur,Residencial,4657,2024-07-24,1568.97,0.14,651.98,33
9175,"Carroll, Thomas and Bates",Este,Comercial,1702,2024-04-19,541.17,0.19,323.38,50
9176,"Hopkins, Rodriguez and Frazier",Norte,Residencial,387,2024-05-30,1681.51,0.23,89.01,73
9177,"Rodriguez, Perez and Reed",Oeste,Residencial,5253,2024-08-17,1415.68,0.15,787.9499999999999,64
9178,Wilson-Herrera,Oeste,Comercial,9715,2024-10-19,1096.84,0.22,2137.3,33
9179,Pratt and Sons,Norte,Residencial,3014,2024-02-14,233.65,0.16,482.24,70
9180,"Snyder, Moore and Murray",Oeste,Residencial,9139,2024-06-15,424.76,0.16,1462.24,24
9181,Shah and Sons,Centro,Comercial,8912,2024-08-28,1131.81,0.15,1336.8,90
9182,Guzman LLC,Norte,Residencial,6802,2024-03-13,1175.13,0.19,1292.38,86
9183,Jones Ltd,Centro,Residencial,9166,2024-03-26,1069.96,0.24,2199.84,63
9184,"Brooks, Huerta and Barrett",Centro,Comercial,4558,2024-01-17,964.46,0.14,638.12,50
9185,Herring-Phillips,Norte,Comercial,8434,2024-10-29,1317.33,0.23,1939.8200000000002,78
9186,Garcia-Marshall,Norte,Comercial,8464,2024-05-07,1102.36,0.19,1608.16,72
9187,Bush-West,Este,Comercial,3115,2024-06-26,565.4,0.11,342.65,59
9188,"Jones, Mayer and Cain",Sur,Residencial,9771,2024-10-02,930.08,0.19,1856.49,8
9189,Edwards Inc,Sur,Residencial,4009,2024-01-31,1558.15,0.1,400.90000000000003,41
9190,"Williams, Richardson and Castro",Este,Residencial,9948,2024-09-20,1879.96,0.1,994.8000000000001,92
9191,"Mendez, Tucker and Rowe",Centro,Residencial,8858,2024-11-08,1130.96,0.2,1771.6000000000001,9
9192,Walker-Perez,Centro,Comercial,766,2024-02-19,882.32,0.22,168.52,24
9193,Hall-Hurley,Norte,Comercial,9167,2024-08-03,1595.54,0.2,1833.4,29
9194,Collins-Sandoval,Sur,Residencial,8998,2024-03-18,1142.24,0.19,1709.6200000000001,36
9195,Hernandez-Watson,Centro,Residencial,8527,2024-09-22,284.72,0.16,1364.32,4
9196,"Green, Foster and Hayes",Norte,Residencial,2999,2024-04-04,341.14,0.2,599.8000000000001,70
9197,Morales PLC,Sur,Comercial,1164,2024-05-07,1418.57,0.25,291.0,55
9198,Parker LLC,Este,Residencial,2224,2024-05-26,428.72,0.2,444.8,46
9199,Young-Dennis,Este,Residencial,5406,2024-01-14,1123.86,0.2,1081.2,17
9200,Stewart Ltd,Norte,Residencial,5331,2024-04-17,1809.33,0.12,639.72,51
9201,Williamson LLC,Norte,Residencial,8401,2024-07-26,248.25,0.2,1680.2,17
9202,"Mckay, Singh and Fleming",Sur,Comercial,6289,2024-09-16,1376.36,0.14,880.46,19
9203,"Hayes, Cortez and Martin",Sur,Comercial,544,2024-07-29,190.88,0.1,54.400000000000006,84
9204,"Edwards, Young and Barron",Centro,Residencial,7437,2024-09-16,1473.99,0.2,1487.4,5
9205,Romero-Long,Norte,Comercial,5248,2024-02-18,626.27,0.14,734.72,31
9206,Murphy Inc,Norte,Comercial,1708,2024-10-02,818.4,0.18,307.44,80
9207,"Jones, Stone and Jackson",Este,Comercial,2266,2024-06-04,243.74,0.18,407.88,49
9208,Lee Ltd,Sur,Comercial,5174,2024-10-19,1886.95,0.15,776.1,99
9209,Molina-Hartman,Oeste,Residencial,7882,2024-08-30,1493.36,0.15,1182.3,81
9210,Suarez-Best,Centro,Comercial,3104,2024-06-16,1533.17,0.19,589.76,5
9211,Riley Ltd,Centro,Comercial,7061,2024-05-11,1351.33,0.12,847.3199999999999,89
9212,Hart-King,Centro,Comercial,5380,2024-06-01,543.12,0.16,860.8000000000001,61
9213,Lynn Inc,Oeste,Comercial,8846,2024-08-10,1441.39,0.19,1680.74,35
9214,Miller-Campos,Este,Comercial,8660,2024-04-26,175.99,0.14,1212.4,58
9215,"Hess, Mitchell and Snyder",Centro,Comercial,2837,2024-03-20,1100.86,0.13,368.81,89
9216,Williams PLC,Centro,Residencial,8083,2024-02-08,561.28,0.21,1697.4299999999998,4
9217,"Diaz, Powers and Humphrey",Centro,Residencial,4660,2024-04-23,103.9,0.11,512.6,48
9218,Willis LLC,Norte,Comercial,3850,2024-05-14,208.35,0.14,539.0,42
9219,Barry-Mcbride,Norte,Residencial,2832,2024-02-03,1461.98,0.12,339.84,27
9220,"Allen, Bradford and Lewis",Centro,Comercial,9067,2024-08-10,974.33,0.16,1450.72,56
9221,Gonzalez Ltd,Norte,Residencial,7728,2024-06-06,1282.57,0.1,772.8000000000001,90
9222,Mora-Burton,Centro,Residencial,8659,2024-09-26,1327.28,0.15,1298.85,80
9223,"Dunn, Boyd and Howard",Norte,Residencial,2280,2024-08-15,1394.24,0.13,296.40000000000003,74
9224,Hayes-Blackburn,Norte,Residencial,2432,2024-10-05,80.13,0.16,389.12,1
9225,"Morris, Rios and Flores",Norte,Comercial,3714,2024-04-20,1073.26,0.19,705.66,87
9226,Rose Inc,Oeste,Comercial,1946,2024-09-24,1320.92,0.16,311.36,67
9227,Nelson-Barker,Norte,Comercial,9369,2024-06-21,1104.56,0.1,936.9000000000001,56
9228,"Perkins, Mcclure and Sanchez",Sur,Residencial,9231,2024-04-25,277.54,0.12,1107.72,89
9229,Oconnor-Holt,Centro,Residencial,579,2024-02-05,1812.33,0.14,81.06,22
9230,Galloway-Thomas,Centro,Residencial,9221,2024-06-19,1114.38,0.12,1106.52,76
9231,"Wilson, Maxwell and Clayton",Oeste,Comercial,5273,2024-02-03,1420.0,0.21,1107.33,42
9232,Sweeney-Rogers,Este,Comercial,6219,2024-02-04,810.96,0.13,808.47,10
9233,Rodriguez-Mccoy,Norte,Residencial,9909,2024-08-02,490.72,0.22,2179.98,3
9234,White-Proctor,Oeste,Residencial,8545,2024-01-18,923.09,0.16,1367.2,96
9235,"Hunt, Coffey and Baker",Oeste,Residencial,5953,2024-10-17,859.81,0.24,1428.72,85
9236,Smith-Juarez,Oeste,Comercial,5541,2024-10-24,486.01,0.17,941.97,45
9237,Miller-Johnson,Oeste,Residencial,3350,2024-05-25,536.31,0.1,335.0,12
9238,Spears PLC,Norte,Comercial,553,2024-06-24,569.46,0.14,77.42,93
9239,Ford Ltd,Oeste,Comercial,4953,2024-06-09,161.37,0.24,1188.72,17
9240,Williams-Castro,Norte,Comercial,9155,2024-05-21,1953.85,0.11,1007.05,73
9241,Taylor-Bright,Sur,Comercial,1870,2024-06-24,247.16,0.24,448.8,51
9242,"Ford, Orozco and Collier",Este,Comercial,732,2024-01-08,214.21,0.15,109.8,88
9243,"Gray, Parker and Collins",Centro,Residencial,6058,2024-01-26,685.65,0.11,666.38,97
9244,Nguyen-Keith,Centro,Residencial,2995,2024-03-22,1878.52,0.2,599.0,85
9245,Carr-Cohen,Oeste,Residencial,832,2024-09-22,1602.22,0.16,133.12,61
9246,Acosta-Sanchez,Oeste,Comercial,4984,2024-10-26,418.33,0.24,1196.1599999999999,85
9247,Ritter Ltd,Norte,Residencial,909,2024-03-30,1499.56,0.24,218.16,44
9248,"Bates, Harvey and Burke",Centro,Comercial,9192,2024-10-05,1081.84,0.11,1011.12,5
9249,"Ford, Young and Barnes",Este,Comercial,1844,2024-08-23,384.36,0.19,350.36,8
9250,"Ryan, Maddox and Gilmore",Norte,Residencial,2619,2024-09-18,1518.59,0.17,445.23,13
9251,Hess-Lowe,Oeste,Comercial,8746,2024-07-15,194.53,0.11,962.0600000000001,35
9252,"Manning, James and Rice",Sur,Comercial,7156,2024-05-10,331.18,0.1,715.6,84
9253,"Ayala, Daniels and Chung",Oeste,Comercial,864,2024-05-30,837.72,0.14,120.96000000000001,20
9254,Haynes and Sons,Norte,Residencial,3603,2024-03-29,597.81,0.1,360.3,63
9255,Kline-Mcdonald,Este,Residencial,9002,2024-02-13,1373.81,0.23,2070.46,26
9256,Vaughn and Sons,Norte,Comercial,6677,2024-02-09,1599.29,0.2,1335.4,45
9257,Morales PLC,Sur,Comercial,8340,2024-09-08,1269.52,0.1,834.0,25
9258,"Atkinson, Olson and Wagner",Este,Residencial,8411,2024-10-18,1457.28,0.11,925.21,30
9259,"Thomas, Cardenas and Garner",Norte,Residencial,5903,2024-03-25,324.03,0.11,649.33,41
9260,Andrews Ltd,Sur,Residencial,9347,2024-10-22,1472.6,0.11,1028.17,36
9261,Roberts-Davis,Sur,Residencial,3488,2024-08-07,1825.16,0.16,558.08,63
9262,"Mckenzie, Colon and Parker",Sur,Residencial,4702,2024-02-08,920.71,0.1,470.20000000000005,72
9263,Carroll Inc,Oeste,Residencial,8655,2024-10-20,712.96,0.17,1471.3500000000001,85
9264,Miller-Thomas,Sur,Residencial,6719,2024-09-21,1345.88,0.12,806.28,60
9265,Lewis PLC,Este,Residencial,9601,2024-09-18,602.14,0.19,1824.19,38
9266,Edwards Group,Este,Residencial,9533,2024-05-07,1645.77,0.24,2287.92,61
9267,"Johnson, Thomas and Hill",Este,Residencial,5883,2024-01-21,1389.84,0.2,1176.6000000000001,99
9268,West-Oconnor,Este,Residencial,4070,2024-07-20,1137.7,0.13,529.1,98
9269,Duncan Inc,Este,Residencial,7888,2024-05-01,1639.77,0.21,1656.48,92
9270,"Davis, Thompson and Ortiz",Norte,Residencial,4795,2024-02-19,50.04,0.2,959.0,18
9271,Curtis LLC,Oeste,Comercial,8267,2024-08-17,1218.87,0.25,2066.75,97
9272,"Martinez, Garcia and Clayton",Oeste,Comercial,1051,2024-02-04,1914.85,0.12,126.11999999999999,67
9273,Anderson and Sons,Centro,Comercial,8788,2024-06-24,630.73,0.24,2109.12,53
9274,Myers LLC,Centro,Residencial,3319,2024-01-18,1902.36,0.23,763.37,43
9275,"Smith, Reyes and Nelson",Centro,Comercial,503,2024-02-10,1104.31,0.14,70.42,30
9276,Lopez-Oconnell,Centro,Residencial,3861,2024-06-20,1847.27,0.12,463.32,12
9277,"Lopez, Clements and Boone",Oeste,Comercial,1739,2024-07-12,867.67,0.16,278.24,20
9278,"Williams, Patterson and Sanchez",Este,Residencial,8043,2024-03-21,846.36,0.22,1769.46,82
9279,Mcbride-Owens,Este,Residencial,877,2024-05-12,1705.03,0.16,140.32,8
9280,Meadows Ltd,Oeste,Comercial,3416,2024-10-14,910.04,0.2,683.2,81
9281,Morales Inc,Este,Comercial,341,2024-11-05,358.91,0.11,37.51,38
9282,"Thompson, Sellers and Matthews",Oeste,Comercial,5131,2024-05-30,1912.55,0.17,872.2700000000001,78
9283,Blackburn-Long,Norte,Residencial,7874,2024-07-08,1198.68,0.19,1496.06,32
9284,Ross Inc,Oeste,Residencial,2993,2024-02-10,751.24,0.25,748.25,73
9285,"Stewart, Summers and Mercado",Sur,Comercial,4084,2024-03-14,150.29,0.16,653.44,42
9286,Summers-Boyle,Sur,Comercial,2227,2024-05-03,701.81,0.12,267.24,90
9287,"Jacobson, Trujillo and Roy",Sur,Comercial,1607,2024-03-24,1856.01,0.12,192.84,18
9288,"Woods, Kaiser and Diaz",Sur,Residencial,8871,2024-10-14,1844.61,0.17,1508.0700000000002,44
9289,Lamb LLC,Sur,Residencial,8420,2024-04-18,416.29,0.12,1010.4,89
9290,Rodriguez-Reyes,Este,Residencial,1221,2024-01-24,678.73,0.17,207.57000000000002,4
9291,Baldwin-Watson,Centro,Residencial,7873,2024-08-20,1674.93,0.18,1417.1399999999999,48
9292,Short-Anthony,Oeste,Residencial,1963,2024-10-10,1867.23,0.23,451.49,58
9293,"Lee, Andrews and Fowler",Oeste,Residencial,1948,2024-07-06,141.35,0.18,350.64,50
9294,Cantrell PLC,Sur,Comercial,2793,2024-05-02,650.44,0.24,670.3199999999999,3
9295,Jones Group,Oeste,Comercial,2496,2024-02-12,1488.95,0.23,574.08,5
9296,Gonzalez PLC,Sur,Residencial,877,2024-04-07,1886.79,0.22,192.94,77
9297,Williams PLC,Oeste,Comercial,3076,2024-05-09,1112.57,0.18,553.68,70
9298,"Murphy, Berry and Ray",Oeste,Comercial,919,2024-08-10,412.3,0.13,119.47,22
9299,Ballard-King,Este,Residencial,5606,2024-01-23,1832.32,0.25,1401.5,90
9300,Boyle and Sons,Norte,Residencial,4310,2024-02-28,566.54,0.16,689.6,41
9301,"Turner, Evans and Brown",Sur,Comercial,2737,2024-03-09,1691.27,0.21,574.77,52
9302,"Trevino, Odonnell and Branch",Este,Comercial,7519,2024-07-24,761.09,0.12,902.28,91
9303,"Rogers, Sims and Patrick",Sur,Residencial,427,2024-04-12,532.88,0.19,81.13,61
9304,"Jackson, Nguyen and Lee",Oeste,Comercial,8958,2024-09-30,1670.91,0.12,1074.96,67
9305,"Koch, Boyle and Johns",Sur,Residencial,3672,2024-05-27,1987.78,0.18,660.9599999999999,76
9306,Simmons-Porter,Oeste,Residencial,6589,2024-02-08,973.47,0.17,1120.13,49
9307,Patel-Alvarez,Oeste,Residencial,5124,2024-05-12,1838.3,0.12,614.88,24
9308,Edwards-Davenport,Norte,Residencial,7663,2024-03-16,1798.56,0.18,1379.34,54
9309,Norton Ltd,Norte,Comercial,4079,2024-08-25,613.8,0.23,938.1700000000001,69
9310,Johnston Inc,Centro,Comercial,8237,2024-01-08,605.0,0.17,1400.2900000000002,13
9311,Krueger-Cooper,Norte,Residencial,5423,2024-05-13,1116.81,0.16,867.6800000000001,24
9312,"Hughes, Riddle and Clark",Centro,Comercial,2798,2024-09-27,226.88,0.24,671.52,88
9313,Vazquez-Gardner,Oeste,Residencial,5728,2024-07-25,418.27,0.18,1031.04,71
9314,Ball-Daniel,Centro,Comercial,1700,2024-04-04,1044.01,0.18,306.0,0
9315,"Black, Kim and Warren",Norte,Comercial,7960,2024-06-20,1460.3,0.21,1671.6,39
9316,"Anderson, Peterson and Trujillo",Sur,Residencial,8891,2024-09-13,329.93,0.12,1066.92,71
9317,"Patel, Cook and Schmidt",Este,Comercial,4937,2024-06-16,530.68,0.2,987.4000000000001,12
9318,Adams-Johnson,Oeste,Comercial,8179,2024-02-20,1082.39,0.12,981.48,80
9319,Curtis-Trevino,Sur,Residencial,7715,2024-05-21,1665.3,0.19,1465.85,43
9320,Pugh-Miller,Sur,Comercial,836,2024-04-10,1188.22,0.15,125.39999999999999,34
9321,"Brooks, Haney and Hayes",Centro,Residencial,7212,2024-07-02,723.51,0.17,1226.0400000000002,12
9322,Daniels-Morrison,Centro,Comercial,8253,2024-03-16,1733.72,0.21,1733.1299999999999,81
9323,"Burke, Shea and Willis",Norte,Residencial,1779,2024-03-24,1342.17,0.17,302.43,49
9324,"Shepherd, Jackson and Yang",Oeste,Residencial,9711,2024-08-21,1092.26,0.18,1747.98,77
9325,Simmons Inc,Norte,Residencial,5068,2024-08-13,969.12,0.18,912.24,81
9326,Lambert-Barnes,Sur,Comercial,3370,2024-10-22,194.55,0.11,370.7,62
9327,"Moore, Sanchez and Vasquez",Norte,Residencial,9016,2024-10-31,283.91,0.19,1713.04,80
9328,Martin LLC,Este,Residencial,4276,2024-01-31,1816.47,0.14,598.6400000000001,25
9329,"Chambers, Rodriguez and Klein",Norte,Comercial,7368,2024-02-17,1394.93,0.14,1031.5200000000002,85
9330,Jones-Osborne,Este,Comercial,670,2024-09-11,1379.69,0.19,127.3,88
9331,Robinson PLC,Norte,Comercial,3104,2024-02-22,1599.24,0.14,434.56000000000006,15
9332,"Reid, Nunez and Gibson",Norte,Residencial,948,2024-04-16,1440.22,0.24,227.51999999999998,21
9333,"Taylor, Hanson and Leonard",Oeste,Comercial,8626,2024-03-31,1295.07,0.24,2070.24,35
9334,Calhoun-Miller,Este,Residencial,384,2024-07-06,1602.17,0.24,92.16,5
9335,Dixon-Jordan,Este,Comercial,1402,2024-08-30,1410.45,0.22,308.44,82
9336,"Clark, Simpson and Cox",Este,Residencial,6283,2024-01-24,1469.33,0.15,942.4499999999999,91
9337,"Davis, Ford and Banks",Oeste,Comercial,3056,2024-09-30,1455.05,0.23,702.88,98
9338,"Patel, Bauer and Patel",Sur,Comercial,936,2024-03-26,1419.43,0.2,187.20000000000002,30
9339,Odonnell Inc,Sur,Residencial,3156,2024-06-29,574.84,0.23,725.88,50
9340,"Klein, Reid and Beard",Sur,Comercial,178,2024-08-10,720.68,0.11,19.580000000000002,88
9341,Smith Inc,Norte,Residencial,2369,2024-05-18,1243.56,0.2,473.8,79
9342,Bailey-Richards,Sur,Residencial,4826,2024-09-05,1386.53,0.2,965.2,3
9343,"Webb, Ho and Little",Oeste,Comercial,8760,2024-09-17,1109.88,0.24,2102.4,62
9344,"Reynolds, Young and Beard",Centro,Residencial,3650,2024-06-25,1841.27,0.16,584.0,39
9345,"Reed, Heath and Peters",Norte,Comercial,5128,2024-06-06,513.18,0.19,974.32,51
9346,Powell-Phillips,Sur,Comercial,7720,2024-01-04,552.73,0.21,1621.2,75
9347,"Williams, Walker and Miller",Oeste,Comercial,4966,2024-09-24,247.76,0.24,1191.84,28
9348,Fitzpatrick-Hanson,Norte,Comercial,6217,2024-05-24,713.21,0.14,870.3800000000001,83
9349,"Morgan, Andrews and Garcia",Oeste,Comercial,4628,2024-02-15,1123.58,0.1,462.8,47
9350,Garcia-Santiago,Este,Residencial,5780,2024-02-19,1500.7,0.17,982.6,96
9351,Williamson-Mcdonald,Centro,Residencial,3184,2024-08-26,223.49,0.25,796.0,73
9352,Garner-Martin,Centro,Comercial,5053,2024-09-01,1679.8,0.11,555.83,52
9353,"Lutz, Coleman and Tran",Sur,Residencial,4955,2024-06-22,579.45,0.12,594.6,99
9354,Flowers-Sweeney,Norte,Comercial,3066,2024-05-08,225.72,0.19,582.54,53
9355,"Parsons, Weeks and Wade",Norte,Residencial,9492,2024-07-30,116.48,0.19,1803.48,29
9356,Caldwell-Bauer,Centro,Residencial,820,2024-03-17,1130.87,0.22,180.4,49
9357,"Powell, Beard and Clark",Sur,Residencial,4985,2024-06-06,1260.01,0.11,548.35,63
9358,"Cantu, Jackson and Snyder",Oeste,Residencial,9047,2024-06-12,1275.46,0.1,904.7,75
9359,"Elliott, Ryan and Cook",Norte,Residencial,8383,2024-07-06,1115.28,0.12,1005.9599999999999,80
9360,Brennan-Flynn,Centro,Residencial,6457,2024-03-06,1984.76,0.2,1291.4,91
9361,Fischer-Mills,Sur,Comercial,6334,2024-07-24,1355.42,0.13,823.4200000000001,13
9362,"Hendricks, Peterson and Smith",Centro,Residencial,7829,2024-04-16,89.34,0.2,1565.8000000000002,26
9363,"Stewart, Bailey and Rodriguez",Sur,Comercial,1119,2024-07-24,1095.47,0.12,134.28,90
9364,"Simon, Vang and Stephenson",Centro,Residencial,9864,2024-03-09,1988.26,0.12,1183.68,28
